Marque,Modèle,Année,Type de carburant,Puissance fiscale,Kilométrage,Nombre de portes,Première main,État,Boîte à vitesses,Origine,Prix
Daewoo,Lanos,2002,Essence,9 CV,170 000 - 179 999,5,Non,Bon,Manuelle,WW au Maroc,30 000 DH
Audi,Q5,2014,Diesel,8 CV,180 000 - 189 999,5,Oui,Excellent,Automatique,Dédouanée,265 000 DH
Peugeot,3008,2021,Diesel,8 CV,90 000 - 94 999,,Non,Très bon,Automatique,WW au Maroc,275 000 DH
Peugeot,Partner,2010,Diesel,7 CV,160 000 - 169 999,5,Non,Très bon,Manuelle,WW au Maroc,
Hyundai,Accent,2022,Diesel,6 CV,80 000 - 84 999,5,Oui,Excellent,Automatique,WW au Maroc,155 000 DH
Dacia,Duster,2018,Diesel,6 CV,100 000 - 109 999,5,Oui,Excellent,Manuelle,WW au Maroc,155 000 DH
Hyundai,i20,2019,Essence,6 CV,130 000 - 139 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Dacia,Logan,2016,Essence,6 CV,0 - 4 999,5,Non,Bon,Manuelle,WW au Maroc,
Mini,Paceman,2013,Essence,9 CV,40 000 - 44 999,3,,Excellent,Automatique,WW au Maroc,143 000 DH
Mercedes-Benz,Classe C,2015,Diesel,6 CV,110 000 - 119 999,5,Oui,Excellent,Automatique,Dédouanée,
BMW,X5,2005,Diesel,11 CV,190 000 - 199 999,5,Non,Très bon,Automatique,Dédouanée,31 000 DH
Volvo,XC40,2017,Diesel,18 CV,190 000 - 199 999,5,Oui,Excellent,Automatique,WW au Maroc,240 000 DH
Renault,Scenic,2009,Diesel,6 CV,170 000 - 179 999,5,Non,Bon,Manuelle,WW au Maroc,85 000 DH
BMW,X1,2018,Diesel,8 CV,95 000 - 99 999,5,Oui,Excellent,Automatique,WW au Maroc,
Dacia,Logan,2025,Essence,6 CV,0 - 4 999,5,Oui,Neuf,Automatique,WW au Maroc,150 000 DH
Hyundai,i30,2018,Diesel,6 CV,150 000 - 159 999,5,Non,Excellent,Manuelle,WW au Maroc,
Renault,Clio,2021,Diesel,6 CV,100 000 - 109 999,5,Oui,Très bon,Manuelle,WW au Maroc,149 000 DH
Renault,Kangoo,2004,Essence,6 CV,0 - 4 999,5,Oui,Excellent,Manuelle,WW au Maroc,73 000 DH
Volkswagen,Touareg,2021,Diesel,12 CV,110 000 - 119 999,5,Oui,Excellent,Automatique,WW au Maroc,
Hyundai,i10,2024,Essence,6 CV,0 - 4 999,5,Oui,Excellent,Automatique,WW au Maroc,160 000 DH
Citroen,Xantia,1999,Diesel,7 CV,450 000 - 499 999,,,Très bon,Manuelle,,27 000 DH
Audi,A3,2019,Diesel,8 CV,190 000 - 199 999,5,Non,Excellent,Automatique,Importée neuve,285 000 DH
Dacia,Duster,2016,Diesel,6 CV,110 000 - 119 999,5,Oui,Neuf,Manuelle,WW au Maroc,139 000 DH
Renault,Megane,2021,Diesel,6 CV,110 000 - 119 999,5,Oui,Excellent,Automatique,WW au Maroc,
Mercedes-Benz,Classe E,2017,Diesel,8 CV,110 000 - 119 999,5,Non,Excellent,Automatique,WW au Maroc,
Dacia,Logan,2009,Diesel,6 CV,15 000 - 19 999,5,,Bon,Automatique,Dédouanée,
Jeep,Grand Cherokee,2010,Diesel,11 CV,200 000 - 249 999,5,Non,Très bon,Automatique,,
Tesla,Model Y,2025,Electrique,11 CV,0 - 4 999,5,Oui,Neuf,Automatique,Importée neuve,
Renault,Clio,2019,Diesel,6 CV,160 000 - 169 999,5,Non,,Automatique,WW au Maroc,
Audi,Q3,2021,Diesel,8 CV,110 000 - 119 999,5,,Excellent,Automatique,Dédouanée,
Alfa Romeo,Giulietta,2010,Essence,8 CV,70 000 - 74 999,5,Non,Très bon,Manuelle,WW au Maroc,84 000 DH
BMW,Série 2,2021,Diesel,8 CV,50 000 - 54 999,5,Oui,Excellent,Automatique,Dédouanée,
Skoda,Kodiaq,2021,Diesel,8 CV,70 000 - 74 999,5,Oui,Excellent,Automatique,WW au Maroc,300 000 DH
Fiat,Palio,2000,Essence,5 CV,190 000 - 199 999,5,Non,Bon,Manuelle,,25 000 DH
Hyundai,Santa Fe,2008,Diesel,9 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,WW au Maroc,65 000 DH
Audi,Q5,2017,Essence,17 CV,90 000 - 94 999,5,Oui,Excellent,Automatique,Importée neuve,
Ford,Fiesta,2017,Essence,7 CV,85 000 - 89 999,5,Non,Très bon,Manuelle,WW au Maroc,88 000 DH
Skoda,Octavia,2020,Diesel,8 CV,130 000 - 139 999,5,Oui,Excellent,Automatique,WW au Maroc,198 000 DH
Hyundai,Tucson,2017,Diesel,7 CV,140 000 - 149 999,5,Non,Excellent,Manuelle,Dédouanée,195 000 DH
Dacia,Lodgy,2023,Diesel,6 CV,25 000 - 29 999,5,Oui,Excellent,Manuelle,WW au Maroc,170 000 DH
Renault,Master,2012,Diesel,9 CV,190 000 - 199 999,5,Oui,Excellent,Manuelle,WW au Maroc,142 000 DH
Audi,A6,2016,Diesel,12 CV,150 000 - 159 999,,Non,Très bon,Automatique,WW au Maroc,219 000 DH
Mercedes-Benz,Classe CLS,2013,Diesel,12 CV,110 000 - 119 999,5,Non,Très bon,Automatique,WW au Maroc,205 000 DH
Mercedes-Benz,270,2003,Diesel,11 CV,190 000 - 199 999,5,Oui,Bon,Manuelle,Importée neuve,43 000 DH
Renault,Clio,2016,Essence,7 CV,120 000 - 129 999,,Non,Très bon,Manuelle,WW au Maroc,85 000 DH
Jaguar,E-Pace,2020,Diesel,8 CV,60 000 - 64 999,5,Oui,Très bon,Automatique,WW au Maroc,354 000 DH
Seat,Ateca,2022,Diesel,8 CV,180 000 - 189 999,5,Non,Excellent,Manuelle,Dédouanée,
Ssangyong,Kyron,2006,Diesel,8 CV,250 000 - 299 999,5,Non,Bon,Manuelle,WW au Maroc,44 000 DH
Renault,Megane,2008,Diesel,6 CV,200 000 - 249 999,5,Non,Excellent,Manuelle,WW au Maroc,74 000 DH
Hyundai,i20,2015,Diesel,6 CV,150 000 - 159 999,5,Non,Excellent,Manuelle,WW au Maroc,
Ford,Kuga,2013,Diesel,8 CV,300 000 - 349 999,5,Non,Excellent,Manuelle,WW au Maroc,125 000 DH
Dacia,Duster,2014,Diesel,6 CV,10 000 - 14 999,5,Non,Très bon,Manuelle,WW au Maroc,135 000 DH
Nissan,Juke,2020,Essence,6 CV,75 000 - 79 999,5,Non,Excellent,Automatique,WW au Maroc,
Hyundai,Tucson,2017,Diesel,8 CV,120 000 - 129 999,5,Oui,Excellent,Automatique,WW au Maroc,
Mercedes-Benz,220,2013,Diesel,9 CV,180 000 - 189 999,5,Non,,Automatique,,150 000 DH
Fiat,Siena,1999,Diesel,7 CV,110 000 - 119 999,,Non,Bon,Manuelle,,29 000 DH
Dacia,Sandero,2018,Diesel,6 CV,10 000 - 14 999,5,Non,Excellent,Manuelle,WW au Maroc,
Peugeot,208,2019,Diesel,6 CV,35 000 - 39 999,5,Non,Excellent,Manuelle,WW au Maroc,137 000 DH
Suzuki,Alto,2004,Essence,6 CV,170 000 - 179 999,5,Non,Excellent,Manuelle,WW au Maroc,31 000 DH
Citroen,C3,2021,Diesel,6 CV,100 000 - 109 999,5,Oui,Très bon,Manuelle,Dédouanée,135 000 DH
Dacia,Sandero,2018,Diesel,7 CV,150 000 - 159 999,5,Non,Très bon,Manuelle,WW au Maroc,121 500 DH
Dacia,Lodgy,2021,Diesel,7 CV,110 000 - 119 999,,,Très bon,Manuelle,,170 000 DH
Tata,Xenon,2024,Diesel,9 CV,15 000 - 19 999,3,Oui,Excellent,Manuelle,WW au Maroc,170 000 DH
Alfa Romeo,Stelvio,2020,Diesel,9 CV,80 000 - 84 999,5,Non,Excellent,Automatique,WW au Maroc,330 000 DH
Renault,Kangoo,2013,Diesel,6 CV,170 000 - 179 999,5,Non,Excellent,Manuelle,WW au Maroc,78 000 DH
Dacia,Duster,2022,Diesel,6 CV,100 000 - 109 999,5,,Excellent,Automatique,WW au Maroc,
Ford,Focus,2015,Diesel,6 CV,150 000 - 159 999,5,Non,Bon,Manuelle,WW au Maroc,118 000 DH
Dacia,Sandero,2024,Diesel,6 CV,35 000 - 39 999,5,Oui,Neuf,Manuelle,WW au Maroc,144 000 DH
Dacia,Sandero,2021,Diesel,6 CV,30 000 - 34 999,5,Oui,Excellent,Manuelle,WW au Maroc,140 000 DH
Dacia,Sandero,2022,Diesel,6 CV,120 000 - 129 999,5,Oui,Très bon,Manuelle,WW au Maroc,147 000 DH
Dacia,Dokker,2020,Diesel,6 CV,150 000 - 159 999,5,Oui,Correct,Manuelle,WW au Maroc,117 000 DH
Peugeot,208,2019,Diesel,6 CV,170 000 - 179 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Hyundai,Accent,2021,Diesel,6 CV,120 000 - 129 999,5,Oui,Très bon,Automatique,WW au Maroc,
Kia,Picanto,2007,Essence,6 CV,0 - 4 999,,,Excellent,Manuelle,WW au Maroc,54 000 DH
Hyundai,Elantra,1999,Diesel,4 CV,350 000 - 399 999,5,Oui,Correct,Manuelle,,30 000 DH
Peugeot,306,2025,Essence,8 CV,300 000 - 349 999,5,Non,Excellent,Manuelle,Pas encore dédouanée,
Mercedes-Benz,Classe GLC,2025,Diesel,10 CV,0 - 4 999,5,Oui,Neuf,Automatique,Importée neuve,
Volkswagen,Passat CC,2009,Diesel,8 CV,250 000 - 299 999,5,Non,Très bon,Automatique,Dédouanée,132 000 DH
Mercedes-Benz,Classe G,2021,Essence,23 CV,0 - 4 999,5,Oui,Excellent,Automatique,Importée neuve,
Volkswagen,Golf 7,2018,Diesel,8 CV,65 000 - 69 999,5,Oui,Excellent,Manuelle,WW au Maroc,170 000 DH
Toyota,Yaris,2007,Essence,6 CV,170 000 - 179 999,5,Non,Excellent,Manuelle,WW au Maroc,63 000 DH
Fiat,500,2020,Essence,6 CV,65 000 - 69 999,,Oui,Excellent,Automatique,,130 000 DH
Audi,Q8,2020,Diesel,12 CV,90 000 - 94 999,,,Excellent,Automatique,,720 000 DH
Nissan,Qashqai,2022,Essence,8 CV,65 000 - 69 999,3,Non,Excellent,Automatique,WW au Maroc,225 000 DH
Renault,Express,2023,Diesel,6 CV,60 000 - 64 999,5,Non,Bon,Manuelle,WW au Maroc,155 000 DH
Kia,Ceed,2015,Diesel,6 CV,120 000 - 129 999,5,Oui,Très bon,Manuelle,WW au Maroc,123 000 DH
Ford,Fiesta,2018,Essence,6 CV,130 000 - 139 999,5,Non,Excellent,Manuelle,WW au Maroc,115 000 DH
Opel,Adam,2017,Essence,6 CV,110 000 - 119 999,5,Non,Excellent,Manuelle,WW au Maroc,
Fiat,Tipo,2020,Diesel,5 CV,110 000 - 119 999,5,Non,Très bon,Manuelle,WW au Maroc,120 000 DH
Volkswagen,Tiguan,2018,Diesel,8 CV,110 000 - 119 999,,Non,Très bon,Automatique,WW au Maroc,260 000 DH
Mercedes-Benz,Classe C,2019,Diesel,9 CV,120 000 - 129 999,3,Oui,Excellent,Automatique,WW au Maroc,430 000 DH
Renault,Express,2023,Diesel,6 CV,100 000 - 109 999,5,Oui,Excellent,Manuelle,WW au Maroc,168 000 DH
Hyundai,Tucson,2022,Diesel,6 CV,70 000 - 74 999,5,Oui,Excellent,Automatique,WW au Maroc,288 000 DH
DS,DS7,2020,Diesel,8 CV,35 000 - 39 999,5,Non,Excellent,Automatique,,
Renault,Clio,2020,Diesel,6 CV,40 000 - 44 999,5,Oui,Neuf,Manuelle,WW au Maroc,143 000 DH
Dacia,Dokker,2020,Diesel,6 CV,200 000 - 249 999,5,Non,Excellent,Manuelle,,
Dacia,Logan,2022,Diesel,6 CV,35 000 - 39 999,5,Non,Bon,Manuelle,WW au Maroc,138 000 DH
Peugeot,205,1993,Essence,6 CV,200 000 - 249 999,,Non,Correct,Manuelle,WW au Maroc,27 000 DH
Mercedes-Benz,Classe A,2024,Essence,11 CV,5 000 - 9 999,5,Oui,Excellent,Automatique,Importée neuve,
Toyota,RAV 4,2019,Diesel,8 CV,110 000 - 119 999,5,Oui,Excellent,Automatique,WW au Maroc,237 000 DH
Jeep,Cherokee,2016,Diesel,8 CV,150 000 - 159 999,5,Oui,,Automatique,WW au Maroc,172 000 DH
Land Rover,Range Rover Velar,2017,Diesel,12 CV,180 000 - 189 999,5,Oui,Excellent,Automatique,WW au Maroc,360 000 DH
Alfa Romeo,Tonale,2023,Hybride,8 CV,15 000 - 19 999,5,Oui,Très bon,Automatique,WW au Maroc,355 000 DH
Audi,A4,2008,Diesel,12 CV,200 000 - 249 999,5,Oui,Très bon,Automatique,Dédouanée,
Mercedes-Benz,Classe GLA,2021,Diesel,8 CV,140 000 - 149 999,5,Oui,Très bon,Automatique,WW au Maroc,
Renault,Megane,2018,Diesel,6 CV,130 000 - 139 999,5,Non,Neuf,Automatique,WW au Maroc,168 000 DH
Toyota,RAV 4,2022,Hybride,14 CV,50 000 - 54 999,5,Non,Très bon,Automatique,WW au Maroc,370 000 DH
Renault,R4,1990,Essence,Plus de 41 CV,15 000 - 19 999,,Non,Excellent,Manuelle,WW au Maroc,
Ford,Fiesta,2017,Essence,6 CV,15 000 - 19 999,5,Non,Excellent,Manuelle,WW au Maroc,87 000 DH
Kia,Sportage,2024,Diesel,6 CV,10 000 - 14 999,5,Non,Neuf,Automatique,WW au Maroc,360 000 DH
Maserati,Ghibli,2014,Diesel,12 CV,80 000 - 84 999,5,Oui,Excellent,Automatique,WW au Maroc,235 000 DH
Fiat,500,2018,Essence,5 CV,100 000 - 109 999,5,Oui,Excellent,Automatique,WW au Maroc,
Alfa Romeo,Giulietta,2015,Diesel,6 CV,120 000 - 129 999,5,Oui,Excellent,Manuelle,WW au Maroc,90 000 DH
Land Rover,Range Rover Sport,2017,Diesel,11 CV,180 000 - 189 999,5,Oui,Très bon,Automatique,WW au Maroc,390 000 DH
Volkswagen,Tiguan,2014,Diesel,8 CV,250 000 - 299 999,5,Non,Excellent,Manuelle,Dédouanée,210 000 DH
Volkswagen,Golf 7,2019,Diesel,8 CV,90 000 - 94 999,5,Oui,Excellent,Automatique,WW au Maroc,
Citroen,C-Elysée,2018,Diesel,6 CV,25 000 - 29 999,,,Très bon,Manuelle,WW au Maroc,
Suzuki,Alto,2001,Essence,5 CV,15 000 - 19 999,5,Non,Excellent,Manuelle,WW au Maroc,35 000 DH
Ford,Ranger,2021,Diesel,8 CV,10 000 - 14 999,3,Oui,Excellent,Automatique,WW au Maroc,
Renault,Kangoo,2018,Diesel,6 CV,170 000 - 179 999,5,Oui,Très bon,Manuelle,WW au Maroc,129 999 DH
Dacia,Logan,2023,Diesel,6 CV,40 000 - 44 999,,,Très bon,Manuelle,,140 000 DH
Audi,Q3,2022,Diesel,8 CV,110 000 - 119 999,5,Oui,Excellent,Automatique,WW au Maroc,
Volkswagen,Golf 2,1986,Diesel,7 CV,35 000 - 39 999,,,Excellent,Manuelle,WW au Maroc,
Ford,Focus,2013,Diesel,6 CV,170 000 - 179 999,5,Non,Très bon,Manuelle,WW au Maroc,126 000 DH
Audi,80,1994,Diesel,8 CV,130 000 - 139 999,5,Oui,Très bon,Manuelle,Dédouanée,21 000 DH
Audi,Q3,2015,Diesel,8 CV,180 000 - 189 999,5,Non,Excellent,Automatique,WW au Maroc,
Volkswagen,Touareg,2021,Diesel,12 CV,120 000 - 129 999,5,Oui,Excellent,Automatique,WW au Maroc,
Mercedes-Benz,Classe GLE,2022,Hybride,12 CV,75 000 - 79 999,5,Oui,Excellent,Automatique,WW au Maroc,
Renault,Clio,2021,Diesel,6 CV,80 000 - 84 999,5,Non,Très bon,Automatique,WW au Maroc,
Mazda,Mazda 6,2012,Diesel,9 CV,150 000 - 159 999,5,,Très bon,Manuelle,WW au Maroc,90 000 DH
Renault,Kangoo,2011,Diesel,6 CV,300 000 - 349 999,3,,Très bon,Manuelle,WW au Maroc,72 000 DH
Jeep,Compass,2022,Diesel,6 CV,100 000 - 109 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Jeep,Grand Cherokee,2019,Diesel,16 CV,130 000 - 139 999,5,Non,Excellent,Automatique,WW au Maroc,255 000 DH
Ford,Kuga,2010,Diesel,8 CV,25 000 - 29 999,5,Non,Très bon,Manuelle,WW au Maroc,110 000 DH
Renault,Captur,2020,Diesel,6 CV,80 000 - 84 999,5,Oui,Neuf,Manuelle,WW au Maroc,155 000 DH
Land Rover,Range Rover Evoque,2023,Diesel,8 CV,20 000 - 24 999,5,Oui,Excellent,Automatique,WW au Maroc,540 000 DH
Toyota,Corolla,2003,Essence,8 CV,30 000 - 34 999,5,,Très bon,Manuelle,,58 000 DH
Fiat,500,2021,Essence,6 CV,50 000 - 54 999,3,Oui,Excellent,Automatique,WW au Maroc,141 989 DH
Fiat,500,2024,Essence,7 CV,20 000 - 24 999,3,,Excellent,Automatique,WW au Maroc,162 000 DH
Volkswagen,Golf 8,2022,Diesel,8 CV,60 000 - 64 999,5,Oui,Excellent,Automatique,WW au Maroc,310 000 DH
Peugeot,3008,2021,Diesel,8 CV,80 000 - 84 999,,Oui,,Automatique,WW au Maroc,310 000 DH
Hyundai,Tucson,2019,Diesel,6 CV,90 000 - 94 999,5,Non,Neuf,Automatique,WW au Maroc,264 000 DH
Seat,Leon,2022,Diesel,8 CV,25 000 - 29 999,5,Non,Excellent,Automatique,WW au Maroc,
BMW,Série 5,2010,Essence,17 CV,170 000 - 179 999,5,Oui,Très bon,Automatique,Importée neuve,
Peugeot,307,2006,Essence,6 CV,350 000 - 399 999,5,Non,Bon,Manuelle,WW au Maroc,67 000 DH
Fiat,Punto,2001,Essence,7 CV,15 000 - 19 999,3,Non,Bon,Manuelle,Dédouanée,
Opel,Corsa,2021,Essence,6 CV,25 000 - 29 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Hyundai,i20,2019,Diesel,6 CV,120 000 - 129 999,,,Excellent,Manuelle,WW au Maroc,123 000 DH
Dacia,Logan,2023,Essence,5 CV,60 000 - 64 999,5,Oui,Bon,Manuelle,WW au Maroc,115 000 DH
Mercedes-Benz,220,2016,Diesel,8 CV,100 000 - 109 999,5,Non,Excellent,Automatique,WW au Maroc,
Land Rover,Range Rover Evoque,2016,Diesel,8 CV,120 000 - 129 999,5,Oui,Excellent,Automatique,WW au Maroc,200 000 DH
Renault,Megane,2022,Diesel,6 CV,90 000 - 94 999,5,Oui,Excellent,Automatique,WW au Maroc,205 000 DH
Hyundai,i10,2024,Essence,6 CV,15 000 - 19 999,5,Oui,Bon,Automatique,WW au Maroc,157 000 DH
Renault,Kangoo,2008,Essence,7 CV,0 - 4 999,5,Oui,Très bon,Manuelle,WW au Maroc,70 000 DH
Volkswagen,Golf 7,2016,Diesel,7 CV,180 000 - 189 999,5,Non,Très bon,Manuelle,WW au Maroc,155 000 DH
Peugeot,3008,2023,Diesel,6 CV,20 000 - 24 999,5,Oui,Excellent,Automatique,WW au Maroc,280 000 DH
Audi,Q5,2020,Diesel,8 CV,150 000 - 159 999,5,Oui,Excellent,Automatique,WW au Maroc,
Audi,Q3,2024,Essence,14 CV,5 000 - 9 999,5,Oui,Excellent,Automatique,Importée neuve,
Hyundai,Accent,2019,Diesel,6 CV,100 000 - 109 999,5,,Excellent,Automatique,WW au Maroc,
Kia,Seltos,2022,Diesel,7 CV,80 000 - 84 999,5,Non,Excellent,Automatique,WW au Maroc,225 000 DH
Volkswagen,Golf 5,2009,Diesel,9 CV,250 000 - 299 999,5,,Excellent,Manuelle,Dédouanée,83 000 DH
Audi,TT,2000,Essence,10 CV,180 000 - 189 999,3,Non,Bon,Manuelle,Dédouanée,
Seat,Leon,2020,Diesel,8 CV,55 000 - 59 999,5,Oui,Neuf,Manuelle,WW au Maroc,
Dacia,Dokker,2017,Diesel,6 CV,300 000 - 349 999,3,Oui,Très bon,Manuelle,WW au Maroc,90 000 DH
Kia,Sportage,2021,Diesel,6 CV,85 000 - 89 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Renault,Kadjar,2019,Diesel,6 CV,100 000 - 109 999,5,Non,Très bon,Automatique,WW au Maroc,200 000 DH
BMW,Série 2,2023,Diesel,8 CV,50 000 - 54 999,5,Oui,Excellent,Automatique,WW au Maroc,
Ssangyong,Actyon,2012,Diesel,8 CV,25 000 - 29 999,5,Non,Très bon,Manuelle,WW au Maroc,70 000 DH
Mercedes-Benz,Classe C,2001,Diesel,9 CV,250 000 - 299 999,3,Non,Excellent,Manuelle,Importée neuve,
Hyundai,Accent,2009,Diesel,6 CV,250 000 - 299 999,5,Non,Très bon,Manuelle,WW au Maroc,72 000 DH
Chevrolet,Optra,2007,Essence,8 CV,100 000 - 109 999,5,Non,Très bon,Manuelle,WW au Maroc,38 000 DH
Volkswagen,Passat,2009,Diesel,8 CV,190 000 - 199 999,5,Oui,Neuf,Manuelle,Dédouanée,
Kia,K5,2021,Hybride,11 CV,130 000 - 139 999,5,Non,Bon,Automatique,WW au Maroc,268 000 DH
Audi,A3,2017,Diesel,8 CV,170 000 - 179 999,5,Non,Excellent,Automatique,Importée neuve,
BMW,X3,2016,Diesel,8 CV,130 000 - 139 999,5,Oui,Excellent,Automatique,WW au Maroc,225 000 DH
Opel,Adam,2018,Diesel,7 CV,100 000 - 109 999,3,Oui,Correct,Manuelle,WW au Maroc,90 000 DH
BMW,Série 4,2016,Diesel,8 CV,20 000 - 24 999,5,Non,Excellent,Automatique,,240 000 DH
Hyundai,Tucson,2022,Diesel,6 CV,70 000 - 74 999,5,Non,Très bon,Automatique,WW au Maroc,295 000 DH
Peugeot,2008,2022,Diesel,6 CV,65 000 - 69 999,5,Oui,Excellent,Manuelle,WW au Maroc,225 000 DH
Mercedes-Benz,Classe GLC,2025,Hybride,8 CV,0 - 4 999,5,Oui,Neuf,Automatique,Importée neuve,
Fiat,Fiorino,2021,Diesel,6 CV,20 000 - 24 999,,,,Manuelle,,
Land Rover,Range Rover Sport,2015,Diesel,11 CV,170 000 - 179 999,5,Oui,Excellent,Automatique,WW au Maroc,280 000 DH
Skoda,Karoq,2019,Diesel,6 CV,160 000 - 169 999,5,Oui,Excellent,Automatique,Dédouanée,
Ssangyong,Rexton,2008,Diesel,11 CV,350 000 - 399 999,5,Non,Correct,Automatique,WW au Maroc,40 000 DH
Ford,Fiesta,2018,Diesel,6 CV,120 000 - 129 999,5,Non,Excellent,Manuelle,WW au Maroc,110 000 DH
Suzuki,Celerio,2012,Essence,6 CV,90 000 - 94 999,5,Non,Très bon,Manuelle,WW au Maroc,55 000 DH
Renault,Fluence,2012,Diesel,6 CV,200 000 - 249 999,3,Non,Très bon,Manuelle,Dédouanée,95 000 DH
Opel,Mokka,2023,Diesel,7 CV,70 000 - 74 999,5,Oui,Très bon,Manuelle,WW au Maroc,
Renault,Express,2021,Diesel,6 CV,80 000 - 84 999,,Non,Excellent,Manuelle,WW au Maroc,
Toyota,Corolla,2014,Diesel,5 CV,170 000 - 179 999,5,Oui,Très bon,Manuelle,WW au Maroc,130 000 DH
Audi,A3,2014,Essence,11 CV,160 000 - 169 999,5,Oui,Excellent,Automatique,Dédouanée,
Citroen,C-Elysée,2017,Diesel,6 CV,110 000 - 119 999,5,Non,Bon,Manuelle,WW au Maroc,
Mercedes-Benz,Classe GLC,2022,Diesel,12 CV,140 000 - 149 999,5,Oui,Excellent,Automatique,Importée neuve,
Hyundai,Creta,2021,Diesel,6 CV,80 000 - 84 999,5,Oui,Excellent,Manuelle,,220 000 DH
Fiat,Uno,1992,Essence,6 CV,100 000 - 109 999,,,,Manuelle,,24 000 DH
Hyundai,Accent,2014,Diesel,7 CV,200 000 - 249 999,5,Non,Très bon,Automatique,WW au Maroc,105 000 DH
Peugeot,208,2015,Diesel,6 CV,120 000 - 129 999,5,Non,Excellent,Automatique,Dédouanée,
Dacia,Duster,2021,Diesel,6 CV,140 000 - 149 999,5,Oui,Très bon,Manuelle,WW au Maroc,172 000 DH
Toyota,Corolla,2018,Diesel,6 CV,170 000 - 179 999,5,Oui,Excellent,Manuelle,WW au Maroc,148 000 DH
Toyota,C-HR,2021,Hybride,10 CV,70 000 - 74 999,,Oui,Excellent,Automatique,WW au Maroc,240 000 DH
Hyundai,Accent,2010,Essence,8 CV,140 000 - 149 999,5,Non,Très bon,Manuelle,Importée neuve,57 000 DH
Peugeot,2008,2022,Diesel,6 CV,85 000 - 89 999,5,Oui,Excellent,Automatique,WW au Maroc,
BMW,Série 4,2019,Diesel,8 CV,90 000 - 94 999,,,Excellent,Automatique,,400 000 DH
Peugeot,206,2000,Diesel,7 CV,20 000 - 24 999,5,Non,Correct,Manuelle,WW au Maroc,39 000 DH
Renault,Megane,2020,Diesel,6 CV,90 000 - 94 999,5,Oui,Excellent,Manuelle,WW au Maroc,173 000 DH
Volkswagen,Golf 7,2018,Diesel,6 CV,120 000 - 129 999,5,,,Automatique,,165 000 DH
Mercedes-Benz,Classe GLC,2024,Hybride,8 CV,10 000 - 14 999,3,Oui,Excellent,Automatique,Importée neuve,
Dacia,Logan,2022,Diesel,6 CV,110 000 - 119 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Renault,Clio,2019,Diesel,6 CV,5 000 - 9 999,,Oui,Excellent,Manuelle,WW au Maroc,125 000 DH
Mercedes-Benz,250,1986,Diesel,8 CV,Plus de 500 000,5,Non,Bon,Manuelle,Dédouanée,41 000 DH
Audi,Q5,2014,Diesel,8 CV,200 000 - 249 999,5,Non,Excellent,Manuelle,WW au Maroc,178 000 DH
Ford,Kuga,2013,Diesel,8 CV,190 000 - 199 999,5,Non,Excellent,Manuelle,WW au Maroc,
Peugeot,2008,2023,Diesel,6 CV,40 000 - 44 999,5,Oui,Excellent,Automatique,WW au Maroc,
Citroen,C5,2006,Diesel,8 CV,50 000 - 54 999,5,Non,Bon,Manuelle,Dédouanée,48 000 DH
Renault,Clio,2021,Diesel,6 CV,95 000 - 99 999,5,Non,Excellent,Manuelle,WW au Maroc,159 998 DH
Peugeot,3008,2021,Diesel,8 CV,45 000 - 49 999,5,Non,Excellent,Automatique,WW au Maroc,305 000 DH
Hyundai,Accent,2020,Diesel,6 CV,70 000 - 74 999,5,Non,Excellent,Automatique,WW au Maroc,
Mercedes-Benz,Classe S,2013,Diesel,12 CV,180 000 - 189 999,5,Non,Très bon,Automatique,WW au Maroc,355 000 DH
Audi,A3,2022,Diesel,8 CV,65 000 - 69 999,5,Oui,Excellent,Automatique,Importée neuve,
Dacia,Logan,2017,Diesel,6 CV,5 000 - 9 999,,,Très bon,Manuelle,,
Peugeot,308,2022,Diesel,6 CV,60 000 - 64 999,5,Non,Excellent,Automatique,WW au Maroc,240 000 DH
Dacia,Logan,2017,Diesel,6 CV,15 000 - 19 999,5,Non,Bon,Manuelle,WW au Maroc,85 000 DH
Toyota,RAV 4,2008,Diesel,8 CV,5 000 - 9 999,5,Non,Bon,Manuelle,WW au Maroc,85 000 DH
Renault,Megane,2019,Diesel,6 CV,110 000 - 119 999,5,Oui,Neuf,Manuelle,WW au Maroc,148 000 DH
Renault,Laguna,2010,Essence,11 CV,190 000 - 199 999,3,Non,Très bon,Manuelle,,57 000 DH
Volkswagen,Tiguan,2020,Diesel,8 CV,35 000 - 39 999,5,Oui,Excellent,Automatique,WW au Maroc,325 000 DH
Skoda,Octavia,2021,Diesel,8 CV,130 000 - 139 999,5,Oui,Excellent,Manuelle,WW au Maroc,195 000 DH
Opel,Insignia,2018,Diesel,8 CV,120 000 - 129 999,,,Très bon,Automatique,WW au Maroc,
Toyota,Yaris,2022,Hybride,9 CV,40 000 - 44 999,5,Oui,Excellent,Automatique,WW au Maroc,240 000 DH
Toyota,Yaris,2020,Essence,6 CV,25 000 - 29 999,5,Non,Bon,Manuelle,WW au Maroc,110 000 DH
